OrderID,CustomerID,FirstName,LastName,State,City,OrderDate,OrderSeason,OrderDayOfWeek,ProductCategory,ProductSubCategory,UnitPrice,Quantity,TotalAmount,DiscountPercent,DiscountAmount,FinalAmount,PaymentMethod,DeviceType,MembershipTier,ShippingDays,Returned,ReviewScore
ORD-010527,CUST-03256,Ruth,Wright,SC,Springfield,9/16/2022,Fall,Friday,Grocery,Organic,3.53,2,7.06,0,0.0,7.06,Buy Now Pay Later,Desktop,Bronze,3,No,5
ORD-010528,CUST-04635,Lisa,Sanchez,MO,Fairview,8/15/2022,Summer,Monday,Home & Kitchen,Appliances,54.54,1,54.54,0,0.0,54.54,Gift Card,Tablet,Bronze,4,No,5
ORD-010529,CUST-02753,Kevin,Scott,NV,Salem,10/11/2022,Fall,Tuesday,Books,Self-Help,16.75,2,33.5,0,0.0,33.5,Credit Card,Mobile,Gold,5,No,4
ORD-010530,CUST-01364,Sandra,Green,IN,Fairview,3/19/2024,Spring,Tuesday,Beauty & Personal Care,Fragrances,13.63,1,13.63,5,0.68,12.95,PayPal,Desktop,Platinum,2,No,5
ORD-010531,CUST-01599,Donald,Roberts,WV,Salem,11/2/2023,Fall,Thursday,Clothing,Bottoms,75.75,1,75.75,0,0.0,75.75,Credit Card,Desktop,Silver,4,No,2
ORD-010532,CUST-02290,Thomas,Campbell,VT,Fairview,5/21/2023,Spring,Sunday,Grocery,Snacks,21.29,1,21.29,15,3.19,18.1,Apple Pay,Desktop,Silver,3,No,3
ORD-010533,CUST-05299,Margaret,Turner,NE,Clinton,10/27/2022,Fall,Thursday,Clothing,Footwear,52.4,1,52.4,0,0.0,52.4,Debit Card,Desktop,Platinum,1,No,5
ORD-010534,CUST-03474,Jessica,Carter,HI,Clinton,9/15/2023,Fall,Friday,Automotive,Tools,156.27,1,156.27,10,15.63,140.64,Buy Now Pay Later,Desktop,Bronze,3,No,3
ORD-010535,CUST-06417,Robert,Adams,AZ,Bristol,3/31/2023,Spring,Friday,Automotive,Car Accessories,78.72,1,78.72,0,0.0,78.72,Apple Pay,Mobile,Bronze,2,No,5
ORD-010536,CUST-06429,Kimberly,Garcia,IA,Greenville,6/14/2024,Summer,Friday,Electronics,Smartphones,992.83,1,992.83,0,0.0,992.83,Buy Now Pay Later,Tablet,Bronze,1,No,5
ORD-010537,CUST-04780,Michelle,Brown,MO,Salem,12/14/2023,Winter,Thursday,Home & Kitchen,Storage,148.66,1,148.66,0,0.0,148.66,Gift Card,Tablet,Bronze,1,No,5
ORD-010538,CUST-05156,Jessica,Clark,WY,Springfield,6/14/2022,Summer,Tuesday,Toys & Games,Action Figures,125.03,1,125.03,0,0.0,125.03,Debit Card,Tablet,Bronze,3,No,5
ORD-010539,CUST-05982,Daniel,Anderson,CT,Georgetown,2/22/2024,Winter,Thursday,Toys & Games,Puzzles,144.89,2,289.78,0,0.0,289.78,Apple Pay,Desktop,Silver,2,No,4
ORD-010540,CUST-01308,Betty,Lewis,NM,Salem,7/16/2024,Summer,Tuesday,Clothing,Tops,15.99,1,15.99,20,3.2,12.79,Apple Pay,Mobile,Bronze,1,No,4
ORD-010541,CUST-04215,George,Roberts,CA,Los Angeles,12/27/2022,Winter,Tuesday,Grocery,Beverages,32.93,4,131.72,25,32.93,98.79,Gift Card,Desktop,Silver,3,No,3
ORD-010542,CUST-03775,Steven,Phillips,SC,Springfield,3/6/2023,Spring,Monday,Beauty & Personal Care,Makeup,13.91,1,13.91,5,0.7,13.21,Credit Card,Mobile,Gold,3,No,5
ORD-010543,CUST-08117,Michael,Martin,IN,Clinton,8/31/2022,Summer,Wednesday,Toys & Games,Puzzles,94.48,1,94.48,0,0.0,94.48,Gift Card,Mobile,Silver,4,Yes,4
ORD-010544,CUST-07226,Amanda,Turner,AR,Greenville,2/20/2022,Winter,Sunday,Books,Fiction,6.57,1,6.57,0,0.0,6.57,Gift Card,Mobile,Gold,5,No,5
ORD-010545,CUST-03729,Carol,Brown,NE,Clinton,12/8/2024,Winter,Sunday,Clothing,Footwear,131.01,1,131.01,20,26.2,104.81,Apple Pay,Mobile,Bronze,3,No,3
ORD-010546,CUST-02638,Kenneth,Thompson,NM,Georgetown,2/22/2023,Winter,Wednesday,Clothing,Outerwear,109.68,1,109.68,0,0.0,109.68,Debit Card,Tablet,Silver,2,No,3
ORD-010547,CUST-08732,Linda,Young,PA,Philadelphia,11/1/2023,Fall,Wednesday,Clothing,Bottoms,94.45,3,283.35,15,42.5,240.85,Buy Now Pay Later,Mobile,Bronze,3,No,5
ORD-010548,CUST-03424,Emily,Baker,TX,San Antonio,6/20/2022,Summer,Monday,Beauty & Personal Care,Oral Care,12.6,1,12.6,20,2.52,10.08,Buy Now Pay Later,Mobile,Platinum,3,No,5
ORD-010549,CUST-06459,Betty,Mitchell,MD,Fairview,7/19/2022,Summer,Tuesday,Home & Kitchen,Bedding,180.61,1,180.61,0,0.0,180.61,PayPal,Desktop,Bronze,4,No,3
ORD-010550,CUST-07302,Steven,White,KS,Bristol,8/5/2022,Summer,Friday,Grocery,Bakery,35.62,4,142.48,0,0.0,142.48,Credit Card,Mobile,Bronze,3,No,2
ORD-010551,CUST-06184,Emily,Jones,NY,Albany,1/4/2023,Winter,Wednesday,Toys & Games,Puzzles,128.66,5,643.3,0,0.0,643.3,Debit Card,Tablet,Bronze,3,No,1
ORD-010552,CUST-07833,Ronald,Miller,SC,Greenville,11/22/2023,Fall,Wednesday,Automotive,Car Care,11.33,1,11.33,10,1.13,10.2,PayPal,Mobile,Gold,3,No,1
ORD-010553,CUST-08824,Barbara,Davis,AR,Greenville,11/19/2024,Fall,Tuesday,Toys & Games,Action Figures,105.22,2,210.44,0,0.0,210.44,Buy Now Pay Later,Desktop,Platinum,5,No,1
ORD-010554,CUST-03503,Anthony,Young,NM,Georgetown,9/17/2024,Fall,Tuesday,Health & Wellness,Supplements,20.14,2,40.28,0,0.0,40.28,Buy Now Pay Later,Desktop,Gold,3,No,5
ORD-010555,CUST-02486,Betty,Anderson,VA,Fairview,6/5/2024,Summer,Wednesday,Automotive,Electronics,242.13,2,484.26,10,48.43,435.83,Credit Card,Tablet,Silver,3,No,5
ORD-010556,CUST-01636,Daniel,Scott,DE,Springfield,4/15/2024,Spring,Monday,Beauty & Personal Care,Skincare,83.56,1,83.56,0,0.0,83.56,Credit Card,Mobile,Silver,2,No,5
ORD-010557,CUST-01528,William,Hall,IA,Fairview,7/17/2024,Summer,Wednesday,Automotive,Car Care,175.73,1,175.73,0,0.0,175.73,Buy Now Pay Later,Desktop,Gold,4,No,4
ORD-010558,CUST-03400,Margaret,Smith,ID,Georgetown,7/27/2023,Summer,Thursday,Home & Kitchen,Decor,51.34,1,51.34,0,0.0,51.34,Apple Pay,Desktop,Platinum,5,No,5
ORD-010559,CUST-02425,Mark,Green,NY,Rochester,1/25/2024,Winter,Thursday,Grocery,Dairy,49.86,1,49.86,10,4.99,44.87,Gift Card,Mobile,Bronze,4,No,4
ORD-010560,CUST-08076,Kimberly,Campbell,CT,Springfield,12/16/2022,Winter,Friday,Automotive,Parts,280.04,1,280.04,0,0.0,280.04,Buy Now Pay Later,Tablet,Gold,5,No,4
ORD-010561,CUST-03590,John,Smith,NH,Georgetown,1/21/2024,Winter,Sunday,Toys & Games,Educational,23.77,1,23.77,15,3.57,20.2,Buy Now Pay Later,Mobile,Platinum,2,No,5
ORD-010562,CUST-08175,Carol,Martin,NJ,Madison,4/15/2023,Spring,Saturday,Toys & Games,Action Figures,66.07,1,66.07,15,9.91,56.16,Google Pay,Tablet,Silver,5,No,5
ORD-010563,CUST-08717,Jason,Anderson,IN,Bristol,12/29/2022,Winter,Thursday,Health & Wellness,Mental Wellness,103.44,1,103.44,0,0.0,103.44,Buy Now Pay Later,Mobile,Platinum,2,No,5
ORD-010564,CUST-07516,Daniel,Phillips,NV,Salem,11/23/2024,Fall,Saturday,Grocery,Snacks,31.03,4,124.12,25,31.03,93.09,Google Pay,Desktop,Silver,4,No,1
ORD-010565,CUST-06770,Thomas,Nelson,VT,Georgetown,12/7/2024,Winter,Saturday,Toys & Games,Outdoor Toys,144.75,2,289.5,25,72.38,217.12,Debit Card,Desktop,Platinum,5,No,4
ORD-010566,CUST-05617,Sandra,Taylor,GA,Macon,3/20/2023,Spring,Monday,Electronics,Cameras,859.84,1,859.84,0,0.0,859.84,Google Pay,Tablet,Platinum,3,No,5
ORD-010567,CUST-04740,Sandra,Mitchell,AL,Bristol,11/1/2022,Fall,Tuesday,Electronics,Tablets,1154.53,1,1154.53,20,230.91,923.62,Apple Pay,Tablet,Platinum,6,No,5
ORD-010568,CUST-07024,Susan,Turner,FL,Tampa,11/12/2022,Fall,Saturday,Clothing,Tops,41.44,1,41.44,15,6.22,35.22,Debit Card,Mobile,Platinum,5,Yes,4
ORD-010569,CUST-05735,Emily,Taylor,HI,Madison,3/29/2023,Spring,Wednesday,Toys & Games,Action Figures,45.86,2,91.72,0,0.0,91.72,PayPal,Tablet,Bronze,3,No,2
ORD-010570,CUST-05240,Thomas,Scott,MI,Georgetown,2/20/2025,Winter,Thursday,Books,History,17.27,1,17.27,0,0.0,17.27,Google Pay,Tablet,Silver,4,No,4
ORD-010571,CUST-05650,Dorothy,Wilson,IA,Springfield,3/17/2023,Spring,Friday,Health & Wellness,Fitness Accessories,137.92,5,689.6,15,103.44,586.16,Buy Now Pay Later,Desktop,Platinum,5,No,5
ORD-010572,CUST-06836,Laura,Mitchell,WY,Salem,5/7/2022,Spring,Saturday,Automotive,Car Accessories,113.28,1,113.28,0,0.0,113.28,Credit Card,Desktop,Platinum,4,No,4
ORD-010573,CUST-05284,William,Jackson,ID,Springfield,1/17/2024,Winter,Wednesday,Clothing,Bottoms,156.86,1,156.86,15,23.53,133.33,Apple Pay,Tablet,Silver,3,No,5
ORD-010574,CUST-03588,Donald,Martinez,NV,Georgetown,9/11/2024,Fall,Wednesday,Toys & Games,Educational,64.29,1,64.29,5,3.21,61.08,Debit Card,Mobile,Gold,4,No,5
ORD-010575,CUST-06928,Emily,Lewis,ME,Fairview,2/26/2022,Winter,Saturday,Automotive,Tools,227.8,2,455.6,0,0.0,455.6,Buy Now Pay Later,Desktop,Platinum,2,No,4
ORD-010576,CUST-05018,Timothy,Clark,OR,Clinton,3/27/2022,Spring,Sunday,Toys & Games,Educational,55.19,1,55.19,0,0.0,55.19,Debit Card,Desktop,Silver,5,No,5
ORD-010577,CUST-03189,Amanda,Adams,ID,Greenville,11/8/2024,Fall,Friday,Automotive,Car Care,71.23,2,142.46,0,0.0,142.46,Apple Pay,Mobile,Silver,5,No,4
ORD-010578,CUST-06479,Mark,Thompson,IN,Fairview,10/22/2023,Fall,Sunday,Books,Non-Fiction,20.29,1,20.29,0,0.0,20.29,Buy Now Pay Later,Desktop,Platinum,3,No,3
ORD-010579,CUST-03038,Steven,Jackson,TN,Bristol,12/10/2023,Winter,Sunday,Automotive,Parts,240.84,1,240.84,10,24.08,216.76,Buy Now Pay Later,Desktop,Gold,5,No,4
ORD-010580,CUST-02949,Amanda,Smith,MN,Clinton,5/30/2024,Spring,Thursday,Health & Wellness,Supplements,17.74,1,17.74,0,0.0,17.74,Debit Card,Tablet,Platinum,2,No,5
ORD-010581,CUST-06170,Robert,Hall,WY,Fairview,3/5/2024,Spring,Tuesday,Automotive,Car Accessories,51.3,1,51.3,0,0.0,51.3,PayPal,Tablet,Gold,2,No,3
ORD-010582,CUST-08919,Daniel,King,NE,Georgetown,10/27/2024,Fall,Sunday,Sports & Outdoors,Water Sports,110.42,1,110.42,0,0.0,110.42,Credit Card,Desktop,Gold,2,No,5
ORD-010583,CUST-02607,Timothy,Campbell,GA,Atlanta,11/18/2024,Fall,Monday,Automotive,Parts,62.77,1,62.77,0,0.0,62.77,Buy Now Pay Later,Desktop,Gold,3,No,5
ORD-010584,CUST-08366,Patricia,Lee,CO,Georgetown,2/21/2024,Winter,Wednesday,Sports & Outdoors,Water Sports,71.29,1,71.29,0,0.0,71.29,Google Pay,Mobile,Platinum,2,No,3
ORD-010585,CUST-01263,Ronald,Carter,TN,Greenville,2/22/2022,Winter,Tuesday,Books,Science,31.32,1,31.32,10,3.13,28.19,Google Pay,Mobile,Silver,3,No,2
ORD-010586,CUST-01673,Ronald,Sanchez,MS,Madison,8/30/2022,Summer,Tuesday,Sports & Outdoors,Camping Gear,125.15,1,125.15,0,0.0,125.15,Credit Card,Desktop,Bronze,4,No,3
ORD-010587,CUST-07129,Sarah,Jones,IL,Joliet,12/11/2023,Winter,Monday,Home & Kitchen,Decor,257.8,1,257.8,5,12.89,244.91,Apple Pay,Desktop,Platinum,3,No,5
ORD-010588,CUST-04244,Barbara,Allen,FL,Miami,6/30/2024,Summer,Sunday,Clothing,Tops,129.14,1,129.14,0,0.0,129.14,Credit Card,Desktop,Bronze,5,Yes,4
ORD-010589,CUST-05502,Jennifer,Taylor,CO,Salem,4/22/2023,Spring,Saturday,Electronics,Cameras,839.65,2,1679.3,0,0.0,1679.3,Apple Pay,Desktop,Platinum,4,No,5
ORD-010590,CUST-04277,Carol,Williams,SC,Georgetown,11/17/2023,Fall,Friday,Home & Kitchen,Storage,147.68,2,295.36,10,29.54,265.82,Google Pay,Desktop,Gold,4,No,5
ORD-010591,CUST-08553,Timothy,Robinson,SC,Fairview,11/15/2022,Fall,Tuesday,Clothing,Footwear,182.17,3,546.51,0,0.0,546.51,Gift Card,Tablet,Platinum,3,No,4
ORD-010592,CUST-02066,Ashley,Jackson,MA,Bristol,10/27/2024,Fall,Sunday,Beauty & Personal Care,Haircare,36.43,2,72.86,0,0.0,72.86,Apple Pay,Tablet,Platinum,3,No,4
ORD-010593,CUST-02640,Kimberly,Nelson,NY,New York City,6/2/2024,Summer,Sunday,Clothing,Outerwear,133.74,1,133.74,0,0.0,133.74,Apple Pay,Desktop,Gold,3,No,5
ORD-010594,CUST-07971,Jason,Smith,IL,Joliet,9/3/2023,Fall,Sunday,Books,Fiction,18.16,1,18.16,0,0.0,18.16,Gift Card,Tablet,Platinum,5,No,2
ORD-010595,CUST-08181,Kenneth,Green,FL,Miami,5/12/2024,Spring,Sunday,Health & Wellness,Vitamins,31.19,1,31.19,25,7.8,23.39,Debit Card,Tablet,Silver,4,No,5
ORD-010596,CUST-02416,Kimberly,Martin,WA,Spokane,9/30/2023,Fall,Saturday,Sports & Outdoors,Water Sports,71.88,1,71.88,0,0.0,71.88,Apple Pay,Tablet,Bronze,4,Yes,2
ORD-010597,CUST-06928,Michelle,Wilson,MN,Georgetown,10/8/2023,Fall,Sunday,Books,Self-Help,44.38,1,44.38,25,11.1,33.28,Credit Card,Tablet,Silver,4,No,4
ORD-010598,CUST-05438,Sharon,King,CO,Springfield,6/23/2023,Summer,Friday,Sports & Outdoors,Water Sports,317.89,1,317.89,10,31.79,286.1,Buy Now Pay Later,Desktop,Bronze,3,No,2
ORD-010599,CUST-08226,David,Campbell,OR,Fairview,10/8/2022,Fall,Saturday,Electronics,Smartphones,225.28,2,450.56,0,0.0,450.56,Buy Now Pay Later,Tablet,Platinum,3,No,4
ORD-010600,CUST-08289,Michelle,Allen,OR,Clinton,12/6/2023,Winter,Wednesday,Health & Wellness,Vitamins,44.39,1,44.39,15,6.66,37.73,Gift Card,Tablet,Platinum,4,No,5
ORD-010601,CUST-07881,Emily,Wilson,WY,Greenville,10/11/2022,Fall,Tuesday,Beauty & Personal Care,Makeup,30.34,1,30.34,20,6.07,24.27,Buy Now Pay Later,Desktop,Silver,5,No,4
ORD-010602,CUST-03914,Brian,Perez,FL,Orlando,7/13/2022,Summer,Wednesday,Books,Fiction,49.65,1,49.65,0,0.0,49.65,Debit Card,Desktop,Bronze,4,No,5
ORD-010603,CUST-06967,Michelle,Anderson,MI,Greenville,12/30/2024,Winter,Monday,Automotive,Electronics,160.7,2,321.4,0,0.0,321.4,Google Pay,Tablet,Silver,4,No,3
ORD-010604,CUST-06826,Dorothy,Lewis,WI,Fairview,10/24/2022,Fall,Monday,Automotive,Parts,283.11,1,283.11,15,42.47,240.64,Credit Card,Tablet,Silver,3,No,3
ORD-010605,CUST-02368,Edward,Scott,AR,Salem,1/3/2023,Winter,Tuesday,Clothing,Tops,135.14,1,135.14,0,0.0,135.14,Debit Card,Desktop,Platinum,1,No,4
ORD-010606,CUST-07939,Robert,Harris,VA,Salem,12/19/2024,Winter,Thursday,Clothing,Bottoms,182.69,1,182.69,5,9.13,173.56,Apple Pay,Tablet,Platinum,5,No,4
ORD-010607,CUST-03647,Andrew,Turner,NV,Fairview,8/9/2023,Summer,Wednesday,Grocery,Beverages,39.53,1,39.53,5,1.98,37.55,PayPal,Tablet,Platinum,4,No,5
ORD-010608,CUST-01026,Thomas,Adams,NY,Albany,5/10/2022,Spring,Tuesday,Clothing,Outerwear,81.78,1,81.78,0,0.0,81.78,Gift Card,Mobile,Platinum,3,No,1
ORD-010609,CUST-06534,John,Young,KY,Springfield,6/30/2024,Summer,Sunday,Sports & Outdoors,Cycling,493.91,1,493.91,15,74.09,419.82,Debit Card,Mobile,Platinum,4,No,5
ORD-010610,CUST-08208,Ruth,Scott,TN,Georgetown,8/14/2023,Summer,Monday,Home & Kitchen,Bedding,278.02,1,278.02,0,0.0,278.02,Credit Card,Tablet,Bronze,3,No,5
ORD-010611,CUST-04547,Sarah,Sanchez,AZ,Salem,1/15/2022,Winter,Saturday,Electronics,Smartphones,1241.0,4,4964.0,0,0.0,4964.0,Credit Card,Desktop,Gold,1,Yes,2
ORD-010612,CUST-02397,Paul,Allen,WI,Clinton,12/18/2022,Winter,Sunday,Beauty & Personal Care,Haircare,10.12,1,10.12,10,1.01,9.11,Buy Now Pay Later,Mobile,Platinum,2,Yes,2
ORD-010613,CUST-07989,Ruth,Smith,NH,Madison,5/30/2022,Spring,Monday,Clothing,Outerwear,173.33,2,346.66,5,17.33,329.33,Apple Pay,Tablet,Bronze,4,No,5
ORD-010614,CUST-06380,Jennifer,Lewis,IA,Fairview,5/9/2024,Spring,Thursday,Electronics,Tablets,527.84,1,527.84,15,79.18,448.66,Apple Pay,Desktop,Gold,3,No,5
ORD-010615,CUST-02013,Andrew,Scott,MT,Salem,8/29/2023,Summer,Tuesday,Automotive,Parts,261.74,1,261.74,5,13.09,248.65,Apple Pay,Tablet,Silver,4,No,5
ORD-010616,CUST-03860,Linda,Sanchez,NH,Salem,5/19/2024,Spring,Sunday,Health & Wellness,Mental Wellness,12.68,2,25.36,10,2.54,22.82,Buy Now Pay Later,Mobile,Gold,2,No,3
ORD-010617,CUST-02347,Barbara,Johnson,KY,Fairview,1/5/2023,Winter,Thursday,Sports & Outdoors,Camping Gear,70.72,1,70.72,10,7.07,63.65,Credit Card,Tablet,Gold,4,No,2
ORD-010618,CUST-03115,John,Allen,NH,Clinton,10/22/2024,Fall,Tuesday,Grocery,Bakery,40.14,5,200.7,20,40.14,160.56,PayPal,Tablet,Gold,3,No,2
ORD-010619,CUST-03753,Kevin,Jackson,PA,Erie,9/2/2023,Fall,Saturday,Sports & Outdoors,Cycling,135.46,1,135.46,0,0.0,135.46,Google Pay,Tablet,Platinum,7,No,5
ORD-010620,CUST-01655,Brian,Turner,AZ,Madison,8/18/2024,Summer,Sunday,Electronics,Tablets,623.82,2,1247.64,5,62.38,1185.26,Buy Now Pay Later,Desktop,Bronze,2,No,3
ORD-010621,CUST-01513,Karen,Sanchez,CT,Fairview,12/1/2022,Winter,Thursday,Grocery,Bakery,33.37,1,33.37,0,0.0,33.37,Debit Card,Tablet,Bronze,3,No,4
ORD-010622,CUST-08077,Jason,Thomas,NE,Salem,7/7/2023,Summer,Friday,Toys & Games,Educational,25.36,2,50.72,5,2.54,48.18,Google Pay,Mobile,Gold,5,No,4
ORD-010623,CUST-08344,James,Hall,NE,Greenville,4/15/2024,Spring,Monday,Automotive,Car Care,99.12,1,99.12,0,0.0,99.12,Credit Card,Mobile,Silver,4,No,3
ORD-010624,CUST-07401,Sharon,Roberts,AL,Bristol,1/31/2023,Winter,Tuesday,Clothing,Accessories,147.71,1,147.71,10,14.77,132.94,Debit Card,Tablet,Platinum,4,No,4
ORD-010625,CUST-04020,Donald,Garcia,NC,Raleigh,5/25/2023,Spring,Thursday,Books,History,41.51,2,83.02,0,0.0,83.02,Apple Pay,Tablet,Gold,2,No,4
ORD-010626,CUST-06967,Sarah,Martinez,OR,Clinton,2/6/2023,Winter,Monday,Clothing,Bottoms,55.24,3,165.72,25,41.43,124.29,Buy Now Pay Later,Desktop,Bronze,3,No,4
ORD-010627,CUST-02983,Carol,Turner,ND,Georgetown,1/4/2022,Winter,Tuesday,Toys & Games,Educational,142.47,1,142.47,10,14.25,128.22,Apple Pay,Desktop,Platinum,3,No,1
ORD-010628,CUST-05452,Betty,Green,MO,Salem,11/16/2024,Fall,Saturday,Automotive,Car Accessories,200.42,1,200.42,0,0.0,200.42,Apple Pay,Desktop,Gold,2,No,2
ORD-010629,CUST-05409,David,Garcia,MT,Clinton,12/25/2023,Winter,Monday,Health & Wellness,Mental Wellness,136.6,1,136.6,0,0.0,136.6,Apple Pay,Tablet,Bronze,4,No,2
ORD-010630,CUST-06119,Linda,Allen,NH,Salem,10/22/2023,Fall,Sunday,Sports & Outdoors,Fitness Equipment,381.39,1,381.39,0,0.0,381.39,Buy Now Pay Later,Desktop,Silver,5,No,3
ORD-010631,CUST-06965,Thomas,Martinez,OK,Springfield,6/15/2023,Summer,Thursday,Electronics,Smartphones,727.13,1,727.13,0,0.0,727.13,Credit Card,Desktop,Platinum,1,No,5
ORD-010632,CUST-04969,Robert,Johnson,KY,Greenville,10/17/2024,Fall,Thursday,Automotive,Tools,161.67,3,485.01,0,0.0,485.01,Google Pay,Tablet,Silver,4,No,4
ORD-010633,CUST-07089,Emily,Campbell,ND,Madison,3/21/2022,Spring,Monday,Toys & Games,Action Figures,10.08,2,20.16,0,0.0,20.16,Debit Card,Mobile,Silver,2,No,1
ORD-010634,CUST-04648,Mary,Anderson,SD,Madison,12/4/2023,Winter,Monday,Automotive,Tools,100.77,1,100.77,0,0.0,100.77,PayPal,Tablet,Platinum,2,No,4
ORD-010635,CUST-08230,Ruth,Young,WA,Tacoma,3/26/2024,Spring,Tuesday,Electronics,Cameras,382.43,2,764.86,5,38.24,726.62,Buy Now Pay Later,Desktop,Gold,3,No,4
ORD-010636,CUST-03571,Joshua,Carter,IL,Chicago,7/18/2023,Summer,Tuesday,Grocery,Bakery,32.13,1,32.13,0,0.0,32.13,Debit Card,Mobile,Platinum,6,No,4
ORD-010637,CUST-07554,Linda,Sanchez,MN,Bristol,8/29/2022,Summer,Monday,Home & Kitchen,Cookware,384.61,2,769.22,5,38.46,730.76,Debit Card,Tablet,Platinum,4,No,4
ORD-010638,CUST-07511,Amanda,Davis,AZ,Salem,5/9/2024,Spring,Thursday,Beauty & Personal Care,Haircare,76.78,1,76.78,5,3.84,72.94,Buy Now Pay Later,Tablet,Platinum,6,No,1
ORD-010639,CUST-02362,Kevin,Thompson,WA,Spokane,11/6/2024,Fall,Wednesday,Sports & Outdoors,Water Sports,423.76,1,423.76,0,0.0,423.76,Credit Card,Mobile,Platinum,3,No,4
ORD-010640,CUST-03493,Nancy,Mitchell,WY,Georgetown,9/27/2022,Fall,Tuesday,Sports & Outdoors,Camping Gear,474.01,2,948.02,0,0.0,948.02,Google Pay,Mobile,Bronze,5,No,4
ORD-010641,CUST-01309,Jennifer,Martin,SD,Georgetown,10/1/2024,Fall,Tuesday,Beauty & Personal Care,Fragrances,20.7,4,82.8,15,12.42,70.38,Gift Card,Desktop,Platinum,2,No,5
ORD-010642,CUST-02231,Margaret,White,TN,Fairview,5/8/2024,Spring,Wednesday,Health & Wellness,Supplements,50.34,2,100.68,10,10.07,90.61,Credit Card,Mobile,Platinum,6,No,5
ORD-010643,CUST-06906,Jason,Perez,RI,Salem,5/2/2024,Spring,Thursday,Health & Wellness,Mental Wellness,44.86,1,44.86,0,0.0,44.86,Buy Now Pay Later,Desktop,Bronze,3,No,4
ORD-010644,CUST-05060,Michelle,Miller,IA,Bristol,2/22/2022,Winter,Tuesday,Grocery,Dairy,31.98,1,31.98,0,0.0,31.98,Gift Card,Desktop,Platinum,4,No,4
ORD-010645,CUST-08958,Sandra,Perez,MO,Georgetown,8/17/2022,Summer,Wednesday,Beauty & Personal Care,Haircare,68.59,1,68.59,0,0.0,68.59,Gift Card,Desktop,Silver,4,No,4
ORD-010646,CUST-06183,Nancy,Allen,NJ,Clinton,2/27/2024,Winter,Tuesday,Books,Self-Help,9.49,2,18.98,15,2.85,16.13,Google Pay,Tablet,Bronze,5,No,2
ORD-010647,CUST-08570,Robert,Wilson,CA,Sacramento,9/1/2023,Fall,Friday,Toys & Games,Board Games,143.62,1,143.62,5,7.18,136.44,Credit Card,Mobile,Gold,4,Yes,4
ORD-010648,CUST-05924,Joseph,Allen,ND,Clinton,1/13/2022,Winter,Thursday,Clothing,Outerwear,18.52,2,37.04,10,3.7,33.34,Google Pay,Mobile,Gold,2,No,3
ORD-010649,CUST-06980,Timothy,Perez,TN,Fairview,6/9/2022,Summer,Thursday,Toys & Games,Board Games,35.73,1,35.73,0,0.0,35.73,Gift Card,Mobile,Silver,3,No,4
ORD-010650,CUST-02075,David,Robinson,NE,Georgetown,10/4/2022,Fall,Tuesday,Electronics,Smartphones,1225.45,1,1225.45,15,183.82,1041.63,Buy Now Pay Later,Desktop,Silver,5,No,5
ORD-010651,CUST-02117,Emily,Turner,NC,Raleigh,1/26/2022,Winter,Wednesday,Beauty & Personal Care,Fragrances,8.34,2,16.68,0,0.0,16.68,Debit Card,Mobile,Bronze,3,No,4
ORD-010652,CUST-03186,Amanda,Hall,NE,Greenville,9/18/2022,Fall,Sunday,Books,Self-Help,34.53,1,34.53,0,0.0,34.53,Debit Card,Mobile,Silver,3,No,3
ORD-010653,CUST-04007,Margaret,Williams,OK,Bristol,7/2/2022,Summer,Saturday,Books,Fiction,46.94,3,140.82,0,0.0,140.82,PayPal,Desktop,Gold,3,No,2
ORD-010654,CUST-06735,Barbara,Nelson,NC,Charlotte,5/1/2023,Spring,Monday,Books,Science,7.6,2,15.2,20,3.04,12.16,Buy Now Pay Later,Mobile,Silver,4,Yes,5
ORD-010655,CUST-02056,Margaret,Harris,MA,Bristol,1/17/2022,Winter,Monday,Grocery,Dairy,45.14,2,90.28,0,0.0,90.28,Credit Card,Mobile,Silver,2,No,4
ORD-010656,CUST-03812,John,Martinez,UT,Georgetown,6/5/2022,Summer,Sunday,Books,Self-Help,19.14,1,19.14,0,0.0,19.14,PayPal,Tablet,Platinum,2,No,3
ORD-010657,CUST-07368,Kimberly,Young,MI,Greenville,2/14/2022,Winter,Monday,Books,Self-Help,37.59,2,75.18,0,0.0,75.18,Apple Pay,Desktop,Bronze,3,No,4
ORD-010658,CUST-07748,Matthew,Garcia,FL,Orlando,7/29/2024,Summer,Monday,Clothing,Tops,16.51,2,33.02,15,4.95,28.07,Buy Now Pay Later,Mobile,Gold,1,Yes,2
ORD-010659,CUST-07827,Margaret,Lee,AZ,Clinton,8/27/2023,Summer,Sunday,Electronics,Cameras,71.88,1,71.88,15,10.78,61.1,Debit Card,Tablet,Platinum,5,No,5
ORD-010660,CUST-07267,Michael,Campbell,VA,Salem,2/1/2025,Winter,Saturday,Books,Non-Fiction,49.04,5,245.2,5,12.26,232.94,Apple Pay,Desktop,Bronze,3,No,5
ORD-010661,CUST-08922,Sarah,Jackson,AK,Springfield,11/17/2023,Fall,Friday,Beauty & Personal Care,Skincare,12.5,1,12.5,0,0.0,12.5,Buy Now Pay Later,Desktop,Bronze,3,No,5
